"Preprint Server","Preprint DOI","Latest Version","Date of Latest Version","Title","Byline","Publication DOI","Status","Assessors"
"SSRN Electronic Journal","10.2139/ssrn.3820567","1","15/04/2021","Safety and Immunogenicity of a QazCovid-in® Inactivated Whole-Virion Vaccine Against COVID-19 in Healthy Adults: A Randomized, Single-Blind, Placebo-Controlled Phase 1 Clinical Trial with a 6 Months Follow-Up and an Open-Label Phase 2 Clinical Trial in Kazakhstan","Zakarya, Kunsulu; Kutumbetov, Lespek; Orynbayev, Mukhit; Abduraimov, Yergali; Sultankulova, Kulyaisan; Kassenov, Markhabat; Sarsenbayeva, Gulbanu; Kulmagambetov, Ilyas; Davlyatshin, Timur; Stukova, Marina; Khairullin, Berik","10.1016/j.eclinm.2021.101078","initial deposit","CRESS"
"medRxiv","10.1101/2021.04.09.21255185","1","13/04/2021","Changes in cardiorespiratory fitness and body mass index due to COVID-19 mitigation measures in Austrian children aged 7 to 10 years.","Jarnig, G.; Jaunig, J.; Van Poppel, M.","10.1001/jamanetworkopen.2021.21675","publishaheadofprint","CRESS, crossref, medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3822780","1","13/04/2021","Efficacy and Safety of a COVID-19 Inactivated Vaccine in Healthcare Professionals in Brazil: The PROFISCOV Study","Palacios, Ricardo; Batista, Ana Paula; Albuquerque, Camila Santos Nascimento; Patiño, Elizabeth González; Santos, Joane do Prado; Tilli Reis Pessoa Conde, Mônica; Piorelli, Roberta de Oliveira; Pereira Júnior, Luiz Carlos; Raboni, Sonia Mara; Ramos, Fabiano; Sierra Romero, Gustavo Adolfo; Leal, Fábio Eudes; Camargo, Luis Fernando Aranha; Aoki, Francisco Hideo; Coelho, Eduardo Barbosa; Oliveira, Danise Senna; Fontes, Cor Jesus Fernandes; Pileggi, Gecilmara Cristina Salviato; Oliveira, Ana Lúcia Lyrio de; Siqueira, André Machado de; Oliveira, Danielle Bruna Leal de; Botosso, Viviane Fongaro; Zeng, Gang; Xin, Qianqian; Teixeira, Mauro Martins; Nogueira, Maurício Lacerda; Kallas, Esper Georges","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3820545","1","13/04/2021","Safety, Tolerability and Immunogenicity of an Inactivated SARS-CoV-2 Vaccine (CoronaVac) in Healthy Children and Adolescents: A Randomised, Double-Blind, and Placebo-Controlled, Phase 1/2 Clinical Trial","Han, Bihua; Song, Yufei; Li, Changgui; Yang, Wanqi; Ma, Qingxia; Jiang, Zhiwei; Li, Minjie; Lian, Xiaojuan; Jiao, Wenbin; Wang, Lei; Shu, Qun; Wu, Zhiwei; Zhao, Yuliang; Li, Qi; Gao, Qiang","10.1016/s1473-3099(21)00319-4","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3820512","1","13/04/2021","A  &lt;i&gt;&lt;u&gt;R&lt;/u&gt;&lt;/i&gt;andomis &lt;i&gt;&lt;u&gt;e&lt;/u&gt;&lt;/i&gt;d Control Trial of  &lt;i&gt;&lt;u&gt;S&lt;/u&gt;&lt;/i&gt;tatin and Asp &lt;i&gt;&lt;u&gt;i&lt;/u&gt;&lt;/i&gt;rin as Adjuvant Therapy in Patients with  &lt;i&gt;&lt;u&gt;S&lt;/u&gt;&lt;/i&gt;ARS-CoV-2 Infec &lt;i&gt;&lt;u&gt;ti&lt;/u&gt;&lt;/i&gt;on (RESIST Trial)","Ghati, Nirmal; Deepti, Siddharthan; Bhatnagar, Sushma; Mahendran, Manjit; Thakur, Abhishek; Prasad, Kshitij; Kumar, Devesh; Dwivedi, Tanima; Mani, Kalaivani; Tiwari, Pawan; Gupta, Ritu; Mohan, Anant; Saxena, Anita; Guleria, Randeep; Roy, Ambuj","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3745115","1","13/04/2021","Hyperbaric Oxygen Therapy for COVID-19 Patients: A Prospective, Randomized Controlled Trial","Hadanny, Amir; Finci, Shachar; Catalogna, Merav; Abu Hamed, Ramzia; Korin, Calanit; Gabriella, Levi; Adler-Vallach, Katia; Tarasula, Natalia; Hamad, Mahgna; Wang, Zemer; Lang, Erez; Zemel, Yonatan; Bechor, Yair; Rahimi-Levene, Noami; Shapira, Yonatan; Gorelik, Oleg; Tzur, Irma; Ilgiyaev, Eduard; Mizrachi, Avi; Shiloah, Eli; Maor, Yasmin; Lev-Zion Korach, Osnat; Efrati, Shai","10.18632/aging.203709","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-416973/v1","1","13/04/2021","Awake Prone Positioning in Patients with Hypoxemic Respiratory Failure Due to COVID-19: The PROFLO Multicenter Randomized Clinical Trial","Rosen, Jacob; Oelreich, Erik von; Fors, Diddi; Fagerlund, Malin Jonsson; Taxbro, Knut; Skorup, Paul; Eby, Ludvig; Jalde, Francesca Campoccia; Johansson, Niclas; Bergström, Gustav; Frykholm, Peter","10.1186/s13054-021-03602-9","initial deposit","CRESS"
"medRxiv","10.1101/2021.04.10.21254672","1","12/04/2021","Inhaled budesonide for COVID-19 in people at higher risk of adverse outcomes in the community: interim analyses from the PRINCIPLE trial","The PRINCIPLE Trial Collaborative Group,  ; Yu, L.-M.; Bafadhel, M.; Dorward, J.; Hayward, G.; Saville, B. R.; Gbinigie, O.; van Hecke, O.; Ogburn, E.; Evans, P. H.; Thomas, N. P.; Patel, M. G.; Berry, N.; Detry, M. A.; Saunders, C. T.; Fitzgerald, M.; Harris, V.; de Lusignan, S.; Andersson, M. I.; Barnes, P. J.; Russell, R. E.; Nicolau, D. V.; Ramakrishnan, S.; Hobbs, F. R.; Butler, C. C.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.04.07.21253850","1","08/04/2021","Immunogenicity and Safety of a SARS-CoV-2 Inactivated Vaccine (KCONVAC) in Healthy Adults: Two Randomized, Double-blind, and Placebo-controlled Phase 1/2 Clinical Trials","Pan, H.-X.; Liu, J.-K.; Huang, B.-Y.; Li, G.-F.; Chang, X.-Y.; Liu, Y.-F.; Wang, W.-L.; Chu, K.; Hu, J.-L.; Li, J.-X.; Zhu, D.-D.; Wu, J.-L.; Xu, X.-Y.; Zhang, L.; Wang, M.; Tan, W.-J.; Huang, W.-J.; Zhu, F.-C.","10.1093/infdis/jiab627, 10.1097/cm9.0000000000001573","publishaheadofprint","CRESS, crossref, medRxiv"
"SSRN Electronic Journal","10.2139/ssrn.3812422","1","08/04/2021","Efficacy and Safety of COVID-19 Vaccines: A Systematic Review and Meta-Analysis of Randomized Clinical Trials","Pormohammad, Ali; Zarei, Mohammad; Ghorbani, Saied; Mohammadi, Mehdi; Razizadeh, Mohammad Hossein; Turner, Raymond J.","10.3390/vaccines9050467","initial deposit","CRESS"
"medRxiv","10.1101/2021.04.03.21254748","1","07/04/2021","CERC-002, a human anti-LIGHT mAb reduces respiratory failure and death in hospitalized COVID-19 ARDS patients","Perlin, D. S.; Neil, G. A.; Anderson, C.; Zafir-Lavie, I.; Roadcap, L.; Raines, S.; Ware, C.; Wilkins, J.","10.1172/jci153173","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.04.01.21254679","1","05/04/2021","Is convalescent plasma futile in COVID-19? A Bayesian re-analysis of the RECOVERY randomised controlled trial","Hamilton, F. W.; Lee, T. C.; Arnold, D. T.; Lilford, R. J.; Hemming, K.","10.1016/j.ijid.2021.06.034","publishaheadofprint","CRESS, crossref, medRxiv"
"Research Square","10.21203/rs.3.rs-390980/v1","1","04/04/2021","Reversal of SARS-CoV2 Induced Hypoxia by Nebulized Sodium-Ibuprofen in a Compassionate Use Program","Salva, Oscar; Doreski, Pablo Alexis; Giler, Celia Sara; Quinodoz, Dario Conrado; Guzman, Lucia Guadalupe; Munoz, Sonia Edith; Carrillo, Mariana N; Porta, Daniela Josefina; Ambasch, German; Coscia, Esteban; Diaz, Jorge Luis Tambini; Bueno, German David; Fandi, Jorge Oscar; Maldonado, Miriam Angelica; Chiappero, Leandro Eugenio Peña; Fournier, Fernando; Pérez, Hernan Alejandro; Quiroga, Mauro Andres; Mercado, Javier Agustin Sala; Picco, Carlos Alberto Martínez; Argañaras, Luis Alberto; Rios, Nicolas Martinez; Kalayan, Galia I.; Beltramo, Dante Miguel; Garcia, Nestor H","10.1007/s40121-021-00527-2","initial deposit","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3806688","1","04/04/2021","The Race to Herd Immunity: Results From a Large-Scale Study","Leong, Ching; Jin, Lawrence; Kim, Dayoung; Kim, Jeongbin; Ho, Teck-Hua","-","initial deposit","-"
"Research Square","10.21203/rs.3.rs-393010/v1","1","04/04/2021","Prolonged COVID-19 Infection in a Patient with Multiple Sclerosis and Rituximab-Treatment","Turner, Michael; Grisold, Wolfgang; Wenisch, Christoph; Krestan, Christian; Erlacher, Ludwig","-","initial deposit","-"
"SSRN Electronic Journal","10.2139/ssrn.3798630","1","02/04/2021","Randomized COVID-19 Vaccination Rollout","Hemkens, Lars; Goodman, Steven","10.1016/j.jclinepi.2021.05.014","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.31.21254494","1","01/04/2021","Interim Report: Safety And Immunogenicity Of An Inactivated Vaccine Against Sars-Cov-2 In Healthy Chilean Adults In A Phase 3 Clinical Trial","Bueno, S. M.; Abarca, K.; Gonzalez, P. A.; Galvez, N. M. S.; Soto, J. A.; Duarte, L. F.; Schultz, B. M.; Pacheco, G. A.; Gonzalez, L. A.; Vasquez, Y.; Rios, M.; Melo-Gonzalez, F.; Rivera-Perez, D.; Iturriaga, C.; Urzua, M.; Dominguez, A.; Andrade, C. A.; Berrios, R. V.; Canedo-Marroquin, G.; Covian, C.; Moreno-Tapia, D.; Saavedra, F.; Vallejos, O. P.; Donato, P.; Espinoza, P.; Fuentes, D.; Gonzalez, M.; Guzman, P.; Munoz-Venturelli, P.; Perez, C. M.; Potin, M.; Rojas, a.; Fasce, R.; Fernandez, J.; Mora, J.; Ramirez, E.; Gaete-Argel, A.; Oyarzun-Arrau, A.; Valiente-Echeverria, F.; Soto-Rifo, R.","10.1093/cid/ciab823","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-382798/v1","1","01/04/2021","The Learning Effect of Online Discussions: New Active Form of Learning under COVID-19","Lim, Jaeseo; Ko, Hyunwoong; Park, Jooyong; Ihm, Jungjoon","10.1186/s12909-022-03377-9","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.28.21254507","1","31/03/2021","Efficacy and safety of convalescent plasma and intravenous immunoglobulin in critically ill COVID-19 patients. A controlled clinical trial.","Beltran Gonzalez, J. L.; Gonzalez Gamez, M.; Mendoza Enciso, E. A.; Esparza Maldonado, R. J.; Hernandez Palacios, D.; Duenas Campos, S.; Ovalle Robles, I.; Macias Guzman, M. J.; Garcia Diaz, A. L.; Gutierrez Pena, C. M.; Reza Escalera, A. L.; Tiscareno Gutierrez, M. T.; Galvan Guerra, E.; Dorantes Morales, M. d. R.; Martinez Medina, L.; Monroy Colin, V. A.; Arreola Guerra, J. M.","-","publishaheadofprint","-"
"SSRN Electronic Journal","10.2139/ssrn.3805851","1","31/03/2021","Tocilizumab in Hospitalized Patients with COVID-19: A Meta-Analysis of Randomized Controlled Trials","Selvaraj, Vijairam; Saud Khan, Mohammad; Dapaah-Afriyie, Kwame; Finn, Arkadiy; Lal, Amos; Mylonakis, Eleftherios","10.1007/s00408-021-00451-9","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-379635/v1","1","31/03/2021","Thalidomide for the treatment of severe Covid-19: A randomized clinical trial","Amra, Babak; Ashrafi, Farzaneh; Soltaninejad, Forogh; Feizi, Awat; Salmasi, Mehrzad","-","initial deposit","-"
"medRxiv","10.1101/2021.03.26.21254398","1","30/03/2021","A RANDOMIZED TRIAL - INTENSIVE TREATMENT BASED IN IVERMECTIN AND IOTA-CARRAGEENAN AS PRE-EXPOSURE PROPHYLAXIS FOR COVID- 19 IN HEALTHCARE AGENTS","Chahla, R. E.; Medina Ruiz, L.; Ortega, E. S.; Morales, M. F.; Barreiro, F.; George, A.; Mansilla, C.; D'Amato, S. P.; Barrenechea, G.; Goroso, G. D.; Peral de Bruno, M. d. l. A.","10.1097/mjt.0000000000001433","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.03.26.21254422","1","29/03/2021","Targeting the Microbiome With KB109 in Outpatients with Mild to Moderate COVID-19 Reduced Medically Attended Acute Care Visits and Improved Symptom Duration in Patients With Comorbidities","Haran, J. P.; Zheng, Y.; Knobil, K.; Alonzo-Palma, N.; Lawrence, J.; Wingertzahn, M.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.03.26.21254433","1","29/03/2021","A randomized controlled trial of a video intervention shows evidence of increasing COVID-19 vaccination intention","Witus, L. S.; Larson, E.","10.1371/journal.pone.0267580","publishaheadofprint","CRESS, medRxiv"
"Research Square","10.21203/rs.3.rs-370545/v1","1","28/03/2021","AI-assisted quantitative lung CT evaluation following umbilical cord mesenchymal stem cell treatment in severe COVID-19 patients","Zhou, Huang; Lu, Ji-zhen; Huang, Dao-yi; Wu, Xiao-dong; Luo, Zhi-bing; Gao, Shao-yong; He, Long; Shi, Yan; Zheng, Liang; Jiang, Er-peng; Jia, Wen-wen; Qiang, Li; Chu, Shu-guang; Liu, Zhong-min","-","initial deposit","-"
"medRxiv","10.1101/2021.03.24.21254238","2","26/03/2021","SARS-CoV-2 new infections among health care workers after the first dose of the BNT162b2 mRNA Covid-19 Vaccine. A hospital wide cohort study","Guijarro, C.; Galan, I. M.; Perez-Fernandez, E.; Martinez-Ponce, D. C.; Goyanes, M. J.; Castilla, V.; Velasco, M.","10.1016/j.cmi.2021.06.026","publishaheadofprint","CRESS, WHO-FK, crossref, medRxiv"
"medRxiv","10.1101/2021.03.22.21251380","1","25/03/2021","The Role of Testing Availability on Intentions to Isolate during the COVID-19 Pandemic: A Randomized Trial","Zhang, Justin C.; Christensen, Katherine L.; Leuchter, Richard K.; Vangala, Sitaram; Han, Maria; Croymans, Daniel M.","10.1371/journal.pone.0262659","initial deposit","CRESS"
"Research Square","10.21203/rs.3.rs-359099/v1","1","24/03/2021","Rapid Deployment of A Community Engagement Study And Educational Trial Via Social Media: Implementation of The UC-COVID Study","Wisk, Lauren E; Buhr, Russell G.","10.1186/s13063-021-05467-3","initial deposit","CRESS, crossref"
"medRxiv","10.1101/2021.03.11.21253275","1","21/03/2021","Effect of vaccination on transmission of COVID-19: an observational study in healthcare workers and their households","Shah, A.; Gribben, C.; Bishop, J.; Hanlon, P.; Caldwell, D.; Wood, R.; Reid, M.; McMenamin, J.; Goldberg, D.; Stockton, D.; Hutchinson, S.; Robertson, C.; McKeigue, P. M.; Colhoun, H. M.; McAllister, D.","10.1056/nejmc2106757","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.03.19.21253957","1","20/03/2021","Comparing the efficacy of anti-infectious drugs for the treatment of mild to severe COVID-19 patients: a protocol for a systematic review and network meta-analysis of randomized clinical trials","Debela, D. T.; Heraro, K. D.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-340152/v1","1","18/03/2021","The Effect of Health Education via Mobile Apps in Promoting Asthma Health Related Quality of Life Among Asthmatic School Children in Urban Malaysia.","Raimi, Abdulaziz Mansoor Al; Chong, Chan Mei; Tang, Li Yoong; Chua, Yan Piaw; Ajeel, Latifa Yahya Al","10.1016/j.pedn.2022.02.012","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.07.21252302","1","17/03/2021","In vivo evaluation of the virucidal efficacy of Chlorhexidine and Povidone-iodine mouthwashes against salivary SARS-CoV-2.","ElZein, R.; Abdel Sater, f.; Fakhreddine, S.; Abi Hanna, P.; Feghali, R.; Hamad, H.; Ayoub, F.","10.1016/j.jebdp.2021.101584","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.03.16.21253767","1","17/03/2021","The Influence of Covid-19 Vaccine on Daily Cases, Hospitalization, and Death Rate in Tennessee: A Case Study in the United States","Roghani, A.","10.2196/29324","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.03.16.21253686","2","17/03/2021","Associations of the BNT162b2 COVID-19 vaccine effectiveness with patient age and comorbidities at daily resolution","Yelin, I.; Katz, R.; Herzel, E.; Berman-Zilberstein, T.; Ben-Tov, A.; Kuint, J.; Gazit, S.; Patalon, T.; Chodick, G.; Kishony, R.","-","publishaheadofprint","-"
"Research Square","10.21203/rs.3.rs-330173/v1","1","14/03/2021","Beneficial effects of a mouthwash containing an antiviral phthalocyanine derivative on the length of hospital stay for COVID-19","Santos, Paulo Sérgio da Silva; Orcina, Bernardo da Fonseca; Machado, Rafael Rahal Guaragna; Vilhena, Fabiano Vieira; Alves, Lucas Marques da Costa; Zangrando, Mariana Schutzer Ragghianti; Oliveira, Rodrigo Cardoso de; Soares, Mariana Quirino Silveira; Simão, Andréa Name Colado; Pietro, Emilene Cristine Izu Nakamura; Kuroda, Juliana Pescinelli Garcia; Benjamim, Ivanilda Aparecida de Almeida; Araujo, Danielle Bastos; Toma, Sérgio Hiroshi; Flor, Lourival; Araki, Koiti; Durigon, Edison Luiz","10.1038/s41598-021-99013-5","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.12.21253373","1","13/03/2021","A randomized, double-blind, controlled trial of convalescent plasma in adults with severe COVID-19","O'Donnell, M.; Grinsztejn, B.; Cummings, M.; Justman, J.; Lamb, M.; Eckhardt, C.; Phillip, N.; Cheung, K.; Abrams, D.; Gupta, V.; Diniz, M. P.; Cardoso, S. W.; Rajagopalan, K.; Borden, S.; Wolf, A.; Bitan, Z.; Meyer, B.; Jacobson, S.; Kantor, A.; Mishra, N.; Hod, E.; Briese, T.; Sidi, L. C.; Wontakal, S.; Hudson, K.; Stotler, B.; Lin, W.-H.; Pilotto, J. H.; Joao, E.; Chauhan, L.; Veloso, V.; Schwartz, J.; Stone, E.; Dei Zotti, F.; La Carpia, F.; Shaz, B.; Ferrara, S.; Vizzoni, A.; Spitalnick, S.; Eisenberger, A.; Lipin, W. I.","10.1172/jci150646","publishaheadofprint","CRESS, medRxiv"
"medRxiv","10.1101/2021.03.13.21253499","1","13/03/2021","Awake prone position in adult nonintubated patients with acute hypoxaemic respiratory failure secondary to COVID-19:A multi-centre feasibility randomized controlled trial","Jayakumar, D.; Ramachandran, P.; Rabindrarajan, E.; Tirupakuzhi Vijayaraghavan, B.; Nagarajan, R.; Venkataraman, R.","10.1177/08850666211014480","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.03.09.21252944","1","12/03/2021","A phase 2 study of the inhaled pan-JAK inhibitor TD-0903 in severe COVID-19: Part 1","Singh, D.; Bogus, M.; Moskalenko, V.; Lord, R.; Moran, E. J.; Crater, G. D.; Bourdet, D. L.; Pfeifer, N. D.; Woo, J.; Kaufman, E.; Lombardi, D. A.; Weng, E. Y.; Nguyen, T.; Woodcock, A.; Haumann, B.; Saggar, R.","10.1183/13993003.00673-2021","publishaheadofprint","CRESS, crossref, medRxiv"
"Research Square","10.21203/rs.3.rs-322470/v1","1","12/03/2021","ChAdOx1 nCoV-19 (AZD1222) Vaccine in People Living With and Without HIV","Madhi, Shabir; Koen, Anthonet; Fairlie, Lee; Cutland, Clare; Baillie, Vicky; Padayachee, Sherman; Dheda, Keertan; Barnabas, Shaun; Bhorat, Qasim Ebrahim; Briner, Carmen; Aley, Parvinder; Bhikha, Sutika; Hermanus, Tandile; Horne, Elizea; Jose, Aylin; Kgagudi, Prudence; Lambe, Teresa; Masenya, Masebole; Masilela, Mduduzi; Moultrie, Andrew; Mukendi, Christian Kabasele; Moyo-Gwete, Thandeka; Nana, Amit Jawaharlal; Nzimande, Ayanda; Patel, Faeezah; Rhead, Sarah; Taoushanis, Carol; Thombrayil, Asha; Eck, Samuel van; Voysey, Merryn; Villafana, Tonya; Vekemans, Johan; Gilbert, Sarah; Pollard, Andrew; Moore, Penny; Izu, Alane; Kwatra, Gaurav","10.1016/s2352-3018(21)00157-0","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.11.21253287","1","12/03/2021","Magnesium Treatment on Methylation Changes of Transmembrane Serine Protease 2 (TMPRSS2)","Fan, L.; Zhu, X.; Zheng, Y.; Zhang, W.; Seidner, D. L.; Ness, R.; Murff, H. J.; Yu, C.; Huang, X.; Shrubsole, M. J.; Hou, L.; Dai, Q.","10.1016/j.nut.2021.111340","publishaheadofprint","CRESS, crossref, medRxiv"
"medRxiv","10.1101/2021.03.11.21253225","3","12/03/2021","Are vaccines safe in patients with Long COVID? A prospective observational study.","Arnold, D. T.; Milne, A.; Samms, E.; Stadon, L.; Maskell, N. A.; Hamilton, F. W.","10.7326/m21-1976","publishaheadofprint","CRESS"
"medRxiv","10.1101/2021.03.10.21252749","1","12/03/2021","Therapeutic Anticoagulation in Critically Ill Patients with Covid-19-Preliminary Report","Goligher, E. C.; Bradbury, C. A.; McVerry, B. J.; Lawler, P. R.; Berger, J. S.; Gong, M. N.; Carrier, M.; Reynolds, H. R.; Kumar, A.; Turgeon, A. F.; Kornblith, L. Z.; Kahn, S. R.; Marshall, J. C.; Kim, K. S.; Houston, B. L.; Derde, L. P. G.; Cushman, M.; Tritschler, T.; Angus, D. C.; Godoy, L. C.; McQuilten, Z.; Kirwan, B.-A.; Farkouh, M. E.; Brooks, M. M.; Lewis, R. J.; Gordon, A.; Berry, S.; McArthur, C. J.; Neal, M. D.; Hochman, J. S.; Webb, S. A.; Zarychanski, R.","-","publishaheadofprint","-"
"medRxiv","10.1101/2021.03.09.21253218","1","12/03/2021","An observational cohort study on the incidence of SARS-CoV-2 infection and B.1.1.7 variant infection in healthcare workers by antibody and vaccination status","Lumley, S. F.; Rodger, G.; Constantinides, B.; Sanderson, N.; Chau, K. K.; Street, T. L.; O'Donnell, D.; Howarth, A.; Hatch, S. B.; Marsden, B. D.; Cox, S.; James, T.; Warren, F.; Peck, L. J.; Ritter, T. G.; de Toledo, Z.; Warren, L.; Axten, D.; Cornall, R. J.; Jones, E. Y.; Stuart, D. I.; Screaton, G.; Ebner, D.; Hoosdally, S.; Chand, M.; Oxford University Hospitals Staff Testing Group,  ; Crook, D.; O'Donnell, A.-M.; Conlon, C. P.; Pouwels, K. B.; Walker, A. S.; Peto, T. E.; Hopkins, S.; Walker, T. M.; Stoesser, N. E.; Matthews, P. C.; Jeffery, K.; Eyre, D. W.","10.1093/cid/ciab608","publishaheadofprint","CRESS"
"SSRN Electronic Journal","10.2139/ssrn.3798702","1","11/03/2021","Paying People to Take the Vaccine - Would it Help or Backfire?","Robertson, Christopher T.; Scheitrum, Daniel; Schaefer, K. Aleks; Malone, Trey; McFadden, Brandon R.; Ferraro, Paul; Messer, Kent D.","10.1093/jlb/lsab027","initial deposit","CRESS"
"medRxiv","10.1101/2021.03.09.21252736","1","10/03/2021","Convalescent plasma in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial","Horby, P. W.; Estcourt, L.; Peto, L.; Emberson, J. R.; Staplin, N.; Spata, E.; Pessoa-Amorim, G.; Campbell, M.; Roddick, A.; Brunskill, N. E.; George, T.; Zehnder, D.; Tiberi, S.; Aung, N. N.; Uriel, A.; Widdrington, J.; Koshy, G.; Brown, T.; Scott, S.; Baillie, J. K.; Buch, M. H.; Chappell, L. C.; Day, J. N.; Faust, S. N.; Jaki, T.; Jeffery, K.; Juszczak, E.; Lim, W. S.; Montgomery, A.; Mumford, A.; Rowan, K.; Thwaites, G.; Mafham, M.; Roberts, D.; Haynes, R.; Landray, M. J.","-","publishaheadofprint","-"
